"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
21467,7406.40706,6223.098655,-0.251140725,0.705304971,"I",2306987,2308973,"plus"
21468,291970.0606,274197.3798,-0.090605654,0.926027975,"I",2300086,2302826,"plus"
21469,97724.02057,94547.18898,-0.047678655,0.975470857,"I",2293134,2297320,"plus"
21470,21856.56796,22530.7287,0.043827096,1,"I",2297282,2304397,"minus"
21471,12060.1392,8974.63191,-0.426321885,0.864151055,"I",2322031,2327331,"minus"
21472,68.39921734,134.7195863,0.977907891,0.481302836,"I",2330897,2332637,"minus"
21473,3179.122389,2455.418487,-0.372659628,0.715531669,"I",2377091,2381853,"minus"
21474,58195.7871,62655.65945,0.106530111,0.862237998,"I",2382954,2401490,"minus"
21475,2119.879614,2135.313994,0.010465893,0.990581015,"I",2312498,2313081,"plus"
21476,7395.297804,6736.857802,-0.134532397,0.933093665,"I",2308974,2312132,"plus"
21477,26.38241219,53.52114553,1.020532516,0.744018451,"I",2327991,2330164,"plus"
21478,27.82846896,65.67642773,1.23881412,0.498111461,"V",3767190,3767736,"plus"
21479,491.1395741,1065.628177,1.117499156,0.180370849,"V",3761125,3766292,"plus"
21480,488.0316631,986.995186,1.016068296,0.018329964,"V",3733130,3739385,"minus"
21482,14927.36511,14880.31139,-0.004554815,1,"V",3750557,3756930,"minus"
21483,88.33007941,61.16647137,-0.530163757,0.885529948,"X",2000940,2002483,"plus"
21484,373.2597847,247.8942353,-0.590455358,0.612105157,"X",1990728,1991760,"plus"
21485,6706.216112,5210.400218,-0.364104783,0.720735735,"X",1995570,1998106,"minus"
21486,4913.197168,3395.959718,-0.53284279,0.562204825,"V",2068448,2069142,"plus"
21487,461.5438806,984.2560879,1.092565914,0.184719741,"V",2057628,2061135,"plus"
21488,104.3657372,122.743274,0.233995811,0.97455495,"V",2033791,2035644,"minus"
21491,354.7347585,260.7329327,-0.444167881,0.566875036,"V",2049222,2050171,"minus"
21492,52.45619385,72.87102299,0.474232113,0.628187635,"V",2052285,2053599,"minus"
21493,1604.55388,2238.734804,0.480511404,0.377166346,"V",2069206,2072894,"minus"
21494,7.556037927,19.19122952,1.344745295,0.710348678,"V",1960136,1961402,"minus"
21495,27.51872681,35.33469304,0.360671652,0.813193945,"IV",7327725,7329097,"minus"
21496,247.0462627,448.1317611,0.85914175,0.273417904,"IV",7333094,7346840,"minus"
21497,1931.802523,1423.406523,-0.440599871,0.602768295,"IV",7349278,7364206,"minus"
21500,6.1293959,18.22766923,1.572313299,0.658451437,"X",17256161,17256706,"minus"
21502,8823.345171,7176.782043,-0.297988618,0.650266077,"III",6615361,6619996,"plus"
21503,52.62412092,182.5507821,1.794501716,0.124777137,"III",6612470,6615081,"plus"
21504,12.78158583,37.53860945,1.554308364,0.345405313,"IV",1772143,1774694,"plus"
21505,8723.977998,5594.153508,-0.641066289,0.214794916,"IV",1754468,1755766,"plus"
21506,30172.46281,30526.89553,0.01684842,0.967095234,"IV",1745953,1751700,"plus"
21507,15135.43699,12444.25859,-0.28245005,0.731040879,"IV",1728427,1737883,"minus"
21508,4685.981726,4817.099658,0.039813443,1,"IV",1741072,1745523,"minus"
21509,71.85214581,179.5082198,1.32094676,0.103360446,"IV",1756584,1761684,"minus"
21510,1566.484765,1657.97707,0.081893315,1,"IV",1778788,1781561,"minus"
21511,8.375506498,29.20989817,1.802208986,0.378482737,"IV",1672705,1675932,"plus"
21512,8173.910896,6550.591432,-0.319401348,0.7236655,"IV",1660108,1669682,"plus"
21513,9217.451333,8819.513129,-0.063668878,1,"IV",1633771,1637366,"plus"
21514,18943.16287,17635.94921,-0.103158005,1,"IV",1605711,1608905,"plus"
21515,3532.265673,3218.26472,-0.134310856,1,"IV",1602984,1605560,"plus"
21516,8226.644232,8175.430696,-0.009009318,1,"IV",1577114,1578896,"plus"
21517,2.463643584,21.89582384,3.151790272,0.183731997,"IV",1564080,1566970,"plus"
21518,41.67276642,179.6758939,2.108220083,0.007349674,"IV",1562183,1564069,"plus"
21519,277.1857033,614.1644589,1.147772179,0.008416213,"IV",1560229,1561810,"plus"
21520,5.521869956,56.34545054,3.351070312,0.023952399,"IV",1558028,1558855,"plus"
21521,180.3582875,170.4931954,-0.081151557,1,"IV",1617423,1618944,"minus"
21522,7316.474611,5943.955058,-0.299725456,0.549151461,"IV",1637694,1645250,"minus"
21524,27.70367387,71.48971571,1.367658406,0.536123738,"IV",1676719,1682158,"minus"
21525,18490.00048,9712.251323,-0.928867602,0.092112575,"IV",1631950,1633256,"plus"
21526,247.9538017,286.3864697,0.207891989,0.864184516,"X",2982046,2984115,"plus"
21527,39.9934654,95.95173151,1.262544546,0.205869025,"X",2976463,2980998,"plus"
21528,1413.744195,2278.239254,0.688398162,0.208726285,"X",2957924,2968157,"plus"
21529,1272.826762,2072.053179,0.703024955,0.149398325,"X",2946657,2949125,"plus"
21530,315.5028847,1110.963648,1.81608651,1.81e-05,"X",2998293,3003793,"minus"
21531,1411.071088,1048.104106,-0.429008648,0.568614992,"III",6149930,6154881,"plus"
21532,64.14253391,63.84152463,-0.006786242,1,"III",6148128,6148998,"plus"
21533,3593.354585,3243.078568,-0.147967329,0.964673922,"III",6146214,6148014,"plus"
21534,32590.06151,28651.69712,-0.185811478,0.863432178,"III",6124110,6136224,"minus"
21535,2333.783555,2143.79608,-0.122503084,0.787423737,"III",6141913,6149538,"minus"
21536,23667.21324,21167.89548,-0.161011999,0.975183546,"IV",8113379,8115671,"plus"
21537,339.3786001,212.5065695,-0.675388155,0.617273506,"IV",8099860,8101410,"plus"
21538,4908.121268,4938.08556,0.008780938,1,"IV",8104304,8107584,"minus"
21539,30702.0239,32176.89043,0.067691149,1,"IV",8107595,8112211,"minus"
21540,414.7188067,469.6185775,0.179356008,0.698281948,"IV",8102502,8104551,"plus"
21541,17091.29303,15673.1802,-0.124963604,1,"IV",8011017,8012419,"minus"
21542,12667.48282,11441.07839,-0.146906831,0.885582552,"IV",7065385,7068024,"plus"
21543,340.080931,703.2250242,1.048108296,0.038297814,"IV",7081501,7082257,"plus"
21544,2569.194901,1587.440163,-0.694614127,0.217935833,"IV",7082265,7083603,"minus"
21545,25839.68143,24301.74821,-0.088528182,0.98308553,"II",222700,232741,"minus"
21546,17967.53167,17711.26707,-0.020724802,1,"II",232839,237821,"minus"
21547,8462.449277,7703.28951,-0.135600635,1,"I",3338369,3340046,"plus"
21548,7412.639962,6224.613817,-0.252003107,0.750754431,"I",3317980,3318588,"minus"
21549,7461.053179,6815.842292,-0.130487337,0.986729658,"I",3320923,3330675,"minus"
21551,45470.50763,42968.72196,-0.081644243,1,"I",3340025,3349902,"minus"
21552,7631.609539,6943.647771,-0.136293593,0.985685658,"I",3264258,3266764,"minus"
21553,44.10470529,120.2740479,1.447320897,0.284837306,"I",3259873,3264590,"plus"
21554,11820.13744,13435.22804,0.184773998,0.698281948,"V",4144491,4147560,"plus"
21555,2353.250343,2618.828687,0.154266883,1,"V",4175873,4181646,"plus"
21556,1289.959243,1092.039928,-0.240299878,0.697968648,"V",4164830,4166744,"plus"
21557,22169.45214,11967.55078,-0.889445191,0.284676833,"V",4160372,4160875,"plus"
21558,5357.066869,4501.050098,-0.251181682,0.860564026,"V",4147534,4152257,"minus"
21559,30920.86756,28696.20022,-0.107721082,1,"V",4166746,4169821,"minus"
21560,2848.091394,2852.453042,0.002207694,1,"V",4169884,4175611,"minus"
21561,12975.94757,13024.09529,0.005343264,1,"V",4181318,4191501,"minus"
21562,26107.50531,29427.31944,0.172691523,0.864723781,"V",2698968,2707037,"plus"
21563,10404.96202,10476.95378,0.009947609,1,"V",2694766,2698863,"plus"
21564,2542.841492,2960.478657,0.219388919,0.830107991,"V",2688609,2694368,"minus"
21565,338.4289472,251.1869508,-0.430091455,1,"V",2565683,2568875,"plus"
21566,1179.079314,379.9450597,-1.633798045,0.007873529,"V",2556173,2557521,"plus"
21570,64.26627154,17.72699132,-1.858114077,0.563189278,"V",2527359,2529861,"plus"
21571,7.114147888,11.82989604,0.733674526,0.909322873,"V",2522432,2524289,"plus"
21572,69.20415656,37.73360366,-0.875008804,0.763683683,"V",2531565,2534484,"minus"
21573,63.33077063,105.824393,0.740693674,0.665399822,"V",2534757,2536408,"minus"
21574,50.85950747,110.8538871,1.124069963,0.396332863,"V",2548570,2554416,"minus"
21576,129565.0971,102343.6906,-0.340254966,0.495918782,"II",868821,871707,"plus"
21577,137.3242481,117.8615447,-0.220493313,0.819398307,"II",851663,856217,"minus"
21578,391.5463164,1092.568622,1.480469015,0.047767211,"II",862933,866908,"minus"
21579,107.5069949,118.6557882,0.142351948,1,"IV",3953929,3956200,"minus"
21580,35.44380856,731.9825411,4.368203699,0.004581986,"IV",3940207,3941696,"minus"
21582,1.29454593,16.19013692,3.644597129,0.282336942,"IV",3937458,3939918,"plus"
21583,355.0036305,1128.890608,1.669000009,0.072641511,"IV",3944801,3947358,"plus"
21585,31.82272498,325.176729,3.353094732,7.64e-06,"IV",3956999,3960133,"plus"
21586,208.0477452,136.7396956,-0.605482533,0.963314078,"IV",3960728,3964651,"plus"
21589,1657.224299,2505.43969,0.596294931,0.512363873,"II",3323343,3326434,"plus"
21590,18.75234613,51.69321579,1.462903849,0.271557711,"II",3321601,3323184,"minus"
21593,178.6057878,236.9861561,0.408023952,0.78750245,"III",1752174,1754933,"minus"
21594,24.8888668,10.33784425,-1.267565174,0.897997601,"II",15244779,15251422,"minus"
21595,17025.94813,14187.56033,-0.263108613,0.726811342,"II",15233077,15244883,"plus"
21596,5113.973355,5057.126781,-0.016126697,1,"II",15230286,15232726,"plus"
21597,4654.118947,5051.025068,0.118068119,0.920859237,"II",15207367,15226652,"plus"
21598,124.5525884,144.3222989,0.212539221,0.87938204,"II",15196138,15197999,"plus"
21599,210.4329522,179.432229,-0.229921592,1,"V",1807337,1809467,"plus"
21600,21.89036724,65.4866794,1.580905321,0.431819081,"V",1809553,1811167,"minus"
21601,103.0241069,91.6616716,-0.168591457,0.9145098,"V",1811345,1814115,"minus"
21602,30.00749994,88.44817467,1.559509243,0.179039799,"V",1760893,1765301,"plus"
21603,24.42638011,84.85245919,1.796516395,0.144752181,"V",1757186,1760306,"plus"
21604,22.38556431,14.25582374,-0.651017283,0.983130335,"V",1687495,1689685,"plus"
21605,11974.99322,14293.0103,0.255284961,0.824335035,"V",1691029,1691735,"minus"
21606,66.65960898,54.68455809,-0.285679355,1,"V",1697891,1699717,"minus"
21607,6503.197934,7292.548605,0.165273762,1,"V",1692561,1693510,"minus"
21608,10.46245277,0.916111683,-3.513553812,1,"V",1642511,1643118,"plus"
21609,53.86596121,63.61162144,0.239916463,1,"V",1632017,1636019,"plus"
21610,784.9975199,563.8641417,-0.477340497,0.583739457,"V",1625225,1626818,"minus"
21611,262.0184211,336.9341379,0.362798365,0.893546935,"V",1628106,1629442,"minus"
21613,3922.576747,3488.476508,-0.169204556,0.826961766,"V",5204465,5213496,"plus"
21614,5802.860162,5642.679755,-0.04038369,1,"V",5196042,5198326,"minus"
21615,73.89373923,78.10571641,0.079976005,1,"X",283125,286524,"minus"
21625,2496.902968,6954.420592,1.477790564,0.32866781,"V",4434868,4435913,"minus"
21626,4179.097218,3806.841979,-0.134596635,0.783025647,"V",4441473,4450541,"minus"
21628,23238.93452,24974.95476,0.10393814,0.961858906,"I",4303931,4308245,"plus"
21629,20586.45027,20063.3736,-0.037130875,1,"I",4298260,4302246,"plus"
21633,571.1906109,743.9936786,0.381318099,0.531102668,"I",3601294,3602911,"plus"
21634,11719.95162,11488.18737,-0.02881543,1,"I",3547094,3552015,"plus"
21635,451.5839552,918.927622,1.024957006,0.043894561,"I",3533997,3539159,"plus"
21636,22078.04369,17801.00993,-0.310653248,0.72590856,"I",3516481,3523390,"plus"
21637,13715.96829,10456.15708,-0.391503754,0.46205138,"I",3502739,3508427,"plus"
21638,11617.21193,10044.55801,-0.209849789,1,"I",3479331,3481441,"plus"
21639,266.3369278,483.5468109,0.860403087,0.238638522,"I",3439420,3442190,"minus"
21640,2858.786805,2841.38263,-0.008809912,1,"I",3462270,3468189,"minus"
21641,222.2422213,306.3614639,0.463101913,0.655259261,"I",3472964,3476313,"minus"
21643,3437.490965,3647.894481,0.085708077,0.764524013,"I",3487806,3499709,"minus"
21644,9367.113865,9654.233629,0.043557137,0.881564282,"I",3508401,3512738,"minus"
21645,70.88350936,184.8110037,1.382528721,0.371180489,"I",3523337,3529959,"minus"
21646,3818.353092,3813.313503,-0.001905374,1,"I",3551954,3559812,"minus"
21647,3528.921346,4436.031719,0.330042406,0.779594861,"I",3559920,3562862,"minus"
21648,23568.31308,19900.33404,-0.244055852,0.891594125,"I",3604517,3605760,"minus"
21649,1868.008061,1706.08318,-0.130812694,0.914554294,"I",3606413,3608348,"minus"
21650,11.74370305,22.69036643,0.950192513,0.729523345,"I",3618893,3619700,"minus"
21651,774.190168,643.3461219,-0.267092866,0.65788837,"I",3555584,3557403,"plus"
21652,13217.81914,12120.51603,-0.125033038,0.7600071,"I",3578695,3600680,"minus"
21654,64.79218617,85.2732946,0.39627416,0.76357889,"II",2705926,2707987,"minus"
21655,3153.175382,2926.521591,-0.107618493,0.998775451,"IV",1965265,1969650,"plus"
21656,673.6912125,543.1630372,-0.310702175,0.61966152,"X",3009489,3010165,"plus"
21657,1121.767881,1538.599543,0.455843604,0.44975859,"I",348538,357235,"plus"
21658,4345.578347,3111.558319,-0.481910909,0.876293256,"I",347465,348361,"plus"
21659,9029.125772,8807.49323,-0.035854848,0.920236652,"I",332610,337845,"plus"
21660,19708.72505,15156.06232,-0.378939476,0.741898934,"I",323861,330991,"plus"
21661,4589.841605,5119.2058,0.157475639,1,"I",343118,348367,"minus"
21662,347.3871051,450.2731236,0.374256165,1,"I",216005,219099,"plus"
21663,114.6536336,85.38760366,-0.425183534,0.87249077,"I",217148,217431,"minus"
21664,127.1548514,244.5991818,0.94383307,0.144205407,"I",219735,220560,"minus"
21665,131.3959874,111.3959375,-0.238224599,0.890811781,"I",221064,221575,"minus"
21666,120.8571427,315.9863315,1.386559414,0.20046078,"I",209320,211733,"plus"
21667,333.7364262,404.3189195,0.276784554,1,"I",252118,254129,"plus"
21668,797.0400541,273.5166724,-1.54302345,0.009544265,"I",240491,245414,"plus"
21671,1563.042097,1669.4586,0.095023683,1,"I",231574,238252,"minus"
21672,73.3853501,78.03353021,0.088602082,1,"I",238616,239021,"minus"
21673,96.035708,79.51521224,-0.272340036,0.863893732,"I",248624,251580,"minus"
21674,1155.568462,2120.610448,0.87587689,0.263416006,"I",254709,258692,"minus"
21675,115.535114,174.8244849,0.597575865,0.549745923,"I",257414,259157,"minus"
21676,4268.120503,4183.256895,-0.028974312,1,"I",93031,94881,"plus"
21677,5081.826888,5597.26127,0.139373861,1,"I",49919,54426,"plus"
21678,32.36017281,106.7227827,1.721576971,0.100575829,"I",55316,64021,"minus"
21679,3128.870338,2859.139,-0.130061114,0.866030885,"I",84990,86284,"minus"
21680,45953.07636,40828.45267,-0.170586554,0.864723781,"I",96479,101733,"minus"
21681,27359.54608,26861.19012,-0.026521068,0.903142903,"I",101213,108161,"minus"
21682,5845.252411,5236.292407,-0.158719662,0.860235086,"I",91380,92877,"plus"
21683,652.6549319,521.8842437,-0.322590574,0.772987735,"I",81201,84959,"plus"
21684,8188.828413,6344.70828,-0.368103226,0.711852439,"I",82119,91020,"plus"
21685,9315.20393,10290.90436,0.143710513,1,"I",1211493,1254700,"plus"
21686,18164.90754,17836.38176,-0.026331039,1,"I",1193161,1207868,"plus"
21687,2036.255783,2107.333063,0.049499553,0.968894457,"I",1157572,1162903,"plus"
21688,4138.003628,4400.277702,0.088659665,0.841660901,"I",1136368,1141024,"minus"
21689,7287.501793,7356.423002,0.013580105,1,"I",1142033,1154389,"minus"
21690,44.16023318,157.8667798,1.837887919,0.170394485,"I",1218497,1218985,"minus"
21691,17968.16535,11627.40098,-0.627914455,0.44378887,"I",1223959,1229284,"minus"
21692,1100.084125,1382.743681,0.329919897,0.503503415,"I",1254772,1258598,"plus"
21693,47.0237626,131.3935286,1.482432336,0.208726285,"I",1282101,1285437,"plus"
21697,18760.72784,16885.16841,-0.151959231,0.761005142,"III",2151958,2197899,"plus"
21698,18884.33169,16672.53898,-0.179715906,0.794488305,"III",2134465,2151544,"plus"
21700,4.524879785,11.86233606,1.39043678,0.789575526,"III",2117832,2119081,"plus"
21701,84.45467564,225.473847,1.416710902,0.042961723,"III",2111790,2112390,"plus"
21702,652.6076026,869.086395,0.413283807,0.360074457,"III",2092751,2099873,"plus"
21703,116.6038079,371.6984531,1.672517781,0.025872477,"III",2082809,2088262,"plus"
21704,550.6212208,482.2285506,-0.191343143,1,"III",2112404,2116887,"minus"
21706,16.15590148,8.825571685,-0.872299615,1,"V",709109,710567,"plus"
21708,4.352948545,12.24485369,1.492110664,0.794176548,"V",702561,703746,"plus"
21709,5762.130491,1890.729368,-1.607659457,0.001105349,"V",696524,699615,"minus"
21710,56.68711541,205.8859677,1.860752742,0.026987223,"V",710643,712922,"minus"
21711,964.8776575,1261.665879,0.386911968,0.58985547,"II",3603390,3607387,"plus"
21713,175.9503731,218.024434,0.309321253,1,"II",3607940,3609864,"minus"
21714,9194.439137,8651.136038,-0.087871978,0.925832001,"II",3505020,3509626,"plus"
21715,8180.027845,7367.376223,-0.150954837,0.75414833,"II",3502969,3504912,"plus"
21716,1735.555948,1566.762086,-0.147611751,0.843223919,"II",3491182,3492917,"plus"
21717,1651.771388,1286.24427,-0.360849375,0.945863197,"II",3474053,3474732,"plus"
21719,8334.239856,6083.209498,-0.454217931,0.393329655,"II",3475647,3477191,"minus"
21720,154.1737656,192.8672767,0.323051091,1,"II",3479476,3482928,"minus"
21721,3234.174951,2872.490259,-0.171095722,0.80784988,"II",3493924,3499396,"minus"
21723,1499.560578,1239.049801,-0.27530563,0.696809163,"II",3380291,3381406,"plus"
21724,37.86686023,33.54822454,-0.174699387,1,"II",3378964,3379555,"plus"
21725,23191.92909,15225.9863,-0.607087142,0.208716814,"II",3377114,3379473,"plus"
21726,20840.61301,11829.34176,-0.817027916,0.054502337,"II",3375146,3376717,"plus"
21727,14.82252608,16.07490932,0.117019264,1,"II",3371313,3372148,"plus"
21728,60.12103342,76.12761637,0.340550099,0.904549115,"II",3363349,3365964,"minus"
21729,10.35060083,13.71246698,0.40577363,0.931160556,"II",3367261,3368200,"minus"
21730,4015.422783,2972.162937,-0.434038689,0.942985937,"II",3369177,3370148,"minus"
21731,11.94882161,1.451100412,-3.041649089,0.913951964,"V",5286327,5287344,"minus"
21732,1142.769514,1687.885943,0.562682965,0.416439196,"V",5223407,5229671,"plus"
21733,12436.61526,11800.78151,-0.075711491,0.924823799,"I",398894,412513,"plus"
21734,635.3786467,815.7963459,0.360592439,0.762121397,"I",412914,418663,"minus"
21735,9830.019124,9073.168878,-0.115587712,1,"V",1207890,1219868,"plus"
21736,17352.52508,15593.84902,-0.154168542,1,"V",1196061,1197143,"plus"
21737,10.04010192,16.46311524,0.713463442,0.917526374,"V",1182807,1184717,"minus"
21738,8112.304399,7884.640453,-0.04106682,0.881533714,"V",1184877,1196119,"minus"
21739,2431.643984,2412.898286,-0.011164919,1,"V",1206953,1207777,"plus"
21741,1506.572389,1418.78842,-0.086610534,1,"V",1102008,1104047,"plus"
21742,2.285417009,13.47115347,2.559344051,0.550070995,"V",1095363,1098952,"plus"
21743,4.445385744,14.43284296,1.69897499,0.641944231,"V",1092680,1095117,"plus"
21745,3.71223528,13.33134403,1.84446218,0.607444634,"V",1084317,1087273,"plus"
21746,0.779280941,12.08911711,3.955421543,0.277589291,"V",1081622,1083948,"minus"
21747,503.80987,409.2865714,-0.299768053,0.72701851,"V",936399,939368,"plus"
21748,4904.353297,5515.199758,0.16935023,0.790629317,"V",939152,945245,"minus"
21749,3641.039145,3042.306939,-0.259184537,0.777491829,"V",998447,1003593,"minus"
21750,1353.722148,1402.862704,0.051442165,1,"V",947092,949850,"minus"
21751,5344.091634,4839.575707,-0.143064176,0.851490212,"III",292648,314265,"plus"
21752,6220.539101,6268.566961,0.011096054,0.899858221,"III",268457,282881,"plus"
21753,19206.96196,19492.94877,0.021323008,0.941164378,"III",254534,264395,"plus"
21754,15337.1538,14974.3023,-0.034541994,0.937938572,"III",235841,253375,"plus"
21755,780.9241223,619.1508823,-0.334891351,0.689676702,"III",230434,235063,"plus"
21756,18884.50276,16876.22282,-0.162210756,1,"III",335955,343242,"minus"
21757,3126.22849,3190.866288,0.029524928,1,"III",284114,289438,"plus"
21758,5817.623467,6017.043706,0.048624912,1,"III",315457,321723,"plus"
21759,1221.53973,1262.545523,0.04763462,0.942960102,"III",265096,266592,"plus"
21763,22019.69549,20675.47218,-0.09087424,1,"I",1978007,1983439,"plus"
21764,16770.55118,17429.99828,0.055642322,1,"I",1967821,1973885,"plus"
21765,6702.249546,7832.343462,0.224798627,0.819482698,"I",1932354,1945224,"plus"
21766,9247.530188,10385.31711,0.167405258,0.860405374,"I",1924302,1932262,"plus"
21767,1698.917497,2234.990879,0.39565315,0.552817195,"I",1917047,1923098,"plus"
21768,711.3270348,1132.357779,0.670744963,0.218381314,"I",1911680,1913968,"minus"
21771,5517.546631,5924.805257,0.102740817,0.80659006,"I",1950600,1958514,"minus"
21772,56.44880953,148.41356,1.394607851,0.164499037,"II",1510294,1517399,"minus"
21773,9365.360503,8713.499647,-0.104082257,0.916831366,"II",1537628,1538668,"plus"
21774,8974.736952,8796.691707,-0.028908603,1,"II",1536266,1537282,"plus"
21775,39.60759871,25.59766982,-0.629764752,0.93161054,"II",1534468,1535170,"plus"
21776,41.0471321,25.30134859,-0.698067143,0.826770399,"II",1533521,1534246,"plus"
21778,6.684496032,19.42883515,1.539308708,0.725323436,"II",1523572,1525605,"minus"
21779,54.98233236,606.8920605,3.464399935,1.22e-13,"II",1467734,1469681,"plus"
21781,3259.818998,2805.985303,-0.216284408,1,"II",1438504,1439705,"plus"
21783,8937.864731,8823.317056,-0.018609083,1,"II",1412416,1420196,"plus"
21784,24300.53498,25566.87017,0.073287485,1,"II",1403241,1409125,"plus"
21785,9248.149411,8755.740489,-0.078935511,0.995448587,"II",1402576,1403221,"plus"
21787,40.59381479,41.89674789,0.04557834,1,"II",1409191,1411479,"minus"
21788,2655.848649,2154.793203,-0.301623513,0.647814225,"II",1420264,1423675,"minus"
21789,11274.39998,11872.74083,0.074602365,1,"II",1425739,1437506,"minus"
21790,1618.323086,1697.454199,0.068872989,0.864723781,"II",1440073,1444580,"minus"
21791,126.7876427,87.97935104,-0.527177276,0.76425126,"II",1463273,1467374,"minus"
21794,24.40031755,28.85302426,0.241822621,1,"II",4321665,4322620,"plus"
21795,2662.059777,2348.785131,-0.180628227,0.878080819,"II",4320676,4321626,"plus"
21796,100.6134512,133.3665013,0.406573145,0.679506049,"II",4305264,4307030,"minus"
21797,85.11011536,166.6929714,0.969790763,0.607735208,"II",4309839,4312217,"minus"
21799,170.5905207,691.2340067,2.018636714,0.014963389,"III",3233093,3241288,"plus"
21800,20641.87216,23853.67653,0.208637819,0.813808054,"III",3241707,3248570,"minus"
21804,34.71607221,80.13900966,1.206900951,0.265012373,"III",3253960,3255610,"minus"
21805,2.411041528,11.94651832,2.308861817,0.6653477,"III",3256721,3258386,"minus"
21807,53.43054275,95.3370188,0.835371841,0.687914869,"III",3263673,3266599,"minus"
21808,15378.68556,14169.63504,-0.1181296,0.779492375,"III",3267169,3278689,"minus"
21809,29.05558279,28.70473717,-0.017526546,1,"III",3333027,3333948,"plus"
21810,15416.3261,19076.66029,0.307349629,0.644981928,"III",3322961,3331717,"plus"
21811,9123.563555,8995.624028,-0.020374069,0.941685215,"III",3311454,3317836,"plus"
21812,3191.404161,2608.377028,-0.291038905,0.808944112,"III",3297445,3302154,"plus"
21813,22308.37211,20148.23878,-0.146931507,0.920859237,"III",3294734,3296597,"plus"
21814,122.9535567,241.3205003,0.97283701,0.294568111,"III",3282299,3290213,"plus"
21815,6670.046854,5330.90463,-0.323316523,0.604545709,"III",3290137,3294323,"minus"
21816,39305.6306,37345.49736,-0.073801684,0.933558341,"III",3318592,3321236,"minus"
21817,2388.676147,1970.235515,-0.277843174,0.662910452,"III",3129311,3131246,"plus"
21818,3958.09713,5016.988936,0.342014741,0.939972031,"III",3101222,3103949,"minus"
21819,23.59361589,88.84089741,1.912827427,0.168949434,"III",3105660,3110743,"minus"
21820,12673.29956,11080.49803,-0.193769459,0.864723781,"III",3112421,3127109,"minus"
21826,17029.55013,14036.07595,-0.278900665,0.663118078,"I",3229431,3233619,"plus"
21827,9650.271017,8039.026369,-0.263548677,0.865286282,"I",3167688,3171232,"plus"
21828,5872.687251,5205.073278,-0.174102335,0.8816656,"I",3163690,3167557,"plus"
21829,6628.132294,6180.70333,-0.10083138,0.978843766,"I",3162809,3163651,"plus"
21830,15691.39819,12149.20777,-0.369111668,0.444730083,"I",3173245,3176323,"minus"
21831,9434.499265,8757.469641,-0.107431867,0.847288576,"I",3176422,3192845,"minus"
21832,1870.91201,1561.428724,-0.260874995,0.95249094,"I",3193439,3198842,"minus"
21833,4.920639346,11.93293812,1.278031622,0.796181876,"I",3199542,3203231,"minus"
21834,8592.041225,12701.31357,0.563904888,0.133283188,"I",3244152,3246166,"minus"
21835,1783.393738,1325.902668,-0.427650383,0.438110786,"I",3206712,3209305,"plus"
21838,464.0771214,821.2990406,0.823543037,0.174779789,"I",3003529,3005943,"plus"
21839,16699.05493,14952.91718,-0.159339488,1,"I",3001349,3002851,"minus"
21840,11173.88157,9632.0813,-0.21421096,0.73835882,"I",3059253,3069395,"plus"
21841,5731.021837,4446.385204,-0.366159454,0.587370381,"I",3032969,3034763,"plus"
21842,10499.21811,10722.40382,0.030346482,1,"I",3021651,3028386,"plus"
21843,17906.99376,16248.48055,-0.140218344,0.762147185,"I",3015744,3021537,"plus"
21844,32035.77232,28212.1995,-0.183364625,1,"I",3028329,3031096,"minus"
21845,38441.31859,31906.49303,-0.268807779,0.964744709,"I",3031214,3032940,"minus"
21846,5607.520088,5324.411151,-0.074740903,0.892769932,"I",3052051,3059167,"minus"
21847,12906.54472,11625.82679,-0.150769502,0.774458885,"III",2487757,2494403,"plus"
21848,84.12340383,280.0206857,1.734954275,0.002818307,"III",2561701,2566582,"plus"
21849,23244.82457,20915.46822,-0.152339243,0.842539662,"III",2529049,2530494,"plus"
21850,2430.820486,2127.106518,-0.192551075,1,"III",2509036,2511632,"plus"
21852,9160.994145,6590.730757,-0.475065732,0.330574246,"III",2503438,2507964,"minus"
21853,1025.635198,1326.410028,0.37100914,0.530242081,"III",2562973,2563980,"minus"
21854,4169.092329,3545.048306,-0.233928036,0.738367356,"III",2573175,2575231,"minus"
21855,5653.430864,5831.767788,0.044806622,1,"III",2567392,2571540,"minus"
21856,27051.13212,25864.98555,-0.064688588,1,"III",2331566,2342004,"plus"
21857,18291.86056,16204.33447,-0.174822058,0.944668909,"III",2314425,2326890,"plus"
21858,15.76014192,102.1294654,2.696046727,0.004618346,"III",2277268,2289981,"plus"
21859,7.080255593,13.6018658,0.941931216,0.830350229,"III",2272442,2277145,"plus"
21860,42.37315471,19.29287693,-1.13508225,0.673890557,"III",2266413,2268289,"plus"
21861,2569.274191,1522.12901,-0.75527022,0.222187167,"III",2263238,2266565,"plus"
21862,50.43733286,35.92977963,-0.489311901,0.915481001,"III",2266969,2272164,"minus"
21863,17022.75505,8921.84119,-0.932051176,0.053223107,"III",2295333,2304909,"minus"
21864,5.356586538,13.88317843,1.373952051,0.671659246,"III",2305931,2308075,"minus"
21866,77.29333981,152.5647379,0.981005541,0.280441631,"III",2326874,2330503,"minus"
21867,1226.112808,1278.535982,0.060401043,1,"III",2329572,2331173,"minus"
