"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value","Chrom.No","start","end","strand"
20256,505.070276,1307.478655,1.37223135,1.18e-05,"V",5490354,5493630,"plus"
20258,95.15320532,192.2690895,1.014802683,0.126648391,"I",6203899,6206931,"plus"
20259,16248.49886,10247.71283,-0.665004486,0.00843746,"I",6188161,6192618,"plus"
20260,70.43098951,388.884784,2.46506053,1.75e-07,"I",6192289,6194901,"minus"
20261,38729.56405,15870.57582,-1.287080789,9.67e-05,"I",6200797,6202348,"minus"
20262,21.69908356,43.63920958,1.007990858,0.41725565,"I",5455733,5459526,"minus"
20263,24388.38867,14854.84133,-0.715261248,0.024216469,"I",5472324,5479441,"minus"
20264,8271.130832,7223.393913,-0.195407742,0.420803121,"V",6450881,6452214,"plus"
20265,25.97636916,47.12532898,0.859302897,0.301835276,"V",6448644,6450402,"plus"
20266,6.491321522,100.8088558,3.956966355,8.3e-07,"V",6442320,6447539,"plus"
20267,16.10002502,20.56092165,0.352842004,0.725905949,"V",6438919,6440075,"plus"
20268,16613.13942,12288.74036,-0.434987686,0.265220608,"V",6436591,6437868,"plus"
20269,40926.00278,30077.63501,-0.444326634,0.082286819,"V",6434111,6436383,"plus"
20270,60.57758313,477.0287267,2.977220223,0.000878838,"V",6414976,6417412,"plus"
20273,18903.63911,14318.02861,-0.400831125,0.182878098,"V",6417476,6424140,"minus"
20274,53401.86267,35121.55059,-0.604533524,0.047655096,"V",6424233,6425937,"minus"
20275,43877.03967,33894.54165,-0.372413231,0.590672435,"V",6426176,6428421,"minus"
20276,125.7243518,231.4851213,0.880655352,0.080737191,"V",6440163,6441694,"minus"
20277,615.8840678,2001.514898,1.700361641,0.004323902,"V",1923123,1925564,"minus"
20279,94.46446126,443.2871511,2.23039797,0.000970294,"V",1944955,1953127,"plus"
20280,1578.087585,3017.499097,0.935176061,0.000799518,"V",1927222,1931375,"plus"
20281,706.4462711,3296.375667,2.222228921,0.008563065,"I",770895,776371,"plus"
20282,10.60870909,31.37576417,1.564401483,0.471889144,"I",760849,761845,"minus"
20283,358.5564442,2164.629833,2.593848183,0.008338843,"I",763628,770723,"plus"
20284,22910.08443,12818.20485,-0.837788544,0.004339921,"IV",16855015,16863410,"minus"
20285,45.04791504,36.77224695,-0.292843001,0.879227559,"IV",16895335,16896046,"plus"
20286,10976.60816,7092.99415,-0.629965659,0.107045529,"IV",16865805,16866468,"plus"
20287,15097.84031,8820.511784,-0.775407921,0.048051954,"IV",16862363,16865452,"plus"
20289,44.32626092,27.506738,-0.688376609,0.460432854,"IV",7870692,7873022,"plus"
20290,5233.697026,2563.159737,-1.02990702,0.00204126,"II",3381839,3384023,"plus"
20291,9.320007498,15.52171963,0.73588538,0.521295439,"II",3384065,3386114,"minus"
20292,16.49196046,9.743790271,-0.759207922,0.608494826,"II",3388283,3391589,"minus"
20293,55.38678465,36.47597295,-0.602595328,0.575005258,"II",3391967,3395034,"minus"
20294,456.9053783,2308.094003,2.336734653,5.6e-05,"X",4056794,4071469,"minus"
20295,1797.967802,1697.33003,-0.083100075,0.615208718,"IV",383701,384936,"minus"
20296,11700.00102,7651.925338,-0.612613953,0.047177277,"IV",396543,399097,"plus"
20297,85339.12196,68474.71253,-0.317635963,0.257900678,"IV",393880,396554,"plus"
20298,18595.86715,12119.31997,-0.617673275,0.042009214,"IV",390512,393163,"plus"
20299,1488.828893,1850.75018,0.31393221,0.552130304,"IV",414250,415679,"plus"
20300,11875.15161,8061.241485,-0.558871987,0.078295098,"IV",388074,388733,"plus"
20301,13287.95056,25000.40906,0.91183309,0.000700936,"X",2429852,2439152,"minus"
20302,7.461370895,64.66967077,3.115576636,0.002341957,"X",2442777,2443396,"minus"
20303,24.33731545,77.21140916,1.665644004,0.016964114,"X",2418418,2419870,"minus"
20304,88.01986523,86.23682442,-0.029525109,1,"II",904453,906046,"plus"
20305,46.23897454,38.28382068,-0.272374587,0.865821488,"II",901939,903622,"plus"
20306,121.373783,122.5793898,0.014259598,0.710135474,"II",893870,897386,"plus"
20307,3684.407473,4493.303769,0.286343975,0.513704326,"II",888312,890716,"plus"
20308,47.29400053,165.3494982,1.80578958,0.000466767,"II",885491,887037,"plus"
20309,129.3799131,277.5473498,1.101120268,0.024805021,"II",880529,882212,"plus"
20311,3943.507512,2689.2663,-0.552266768,0.116593558,"II",898051,900937,"minus"
20314,2168.712801,1248.589663,-0.796539585,0.033783154,"III",6903841,6905230,"plus"
20315,9387.70947,4256.972998,-1.140945255,0.000259138,"III",6897961,6900672,"plus"
20316,4911.404747,3014.308345,-0.704308716,0.027674355,"III",6900520,6903052,"minus"
20317,156.7739598,779.0810788,2.31308753,7.57e-07,"III",6909169,6912427,"minus"
20318,15.17122591,14.82144032,-0.033652014,0.96865622,"II",7149207,7151719,"plus"
20319,224.8218869,422.7319233,0.910960572,0.016673112,"II",7144566,7147212,"plus"
20320,8906.20026,6974.274201,-0.352766965,0.32690563,"II",7130443,7131992,"minus"
20321,956.4504064,2119.819654,1.148179462,5.13e-05,"X",4894031,4896161,"plus"
20322,5383.169556,2528.388783,-1.090237548,0.001230004,"X",4890191,4892300,"plus"
20323,145.3180026,214.3020337,0.5604321,0.413733053,"X",4885921,4889547,"plus"
20324,113.5293609,159.729882,0.49256878,0.331312548,"X",4896572,4898140,"minus"
20325,16.86201313,66.4007049,1.977421769,0.017891742,"II",1598036,1599495,"plus"
20327,0.458638747,21.85060564,5.574171216,0.012263725,"II",1582883,1584247,"minus"
20329,20.72118832,256.3886645,3.629153832,6.03e-11,"II",1599469,1600721,"minus"
20330,1518.436718,4701.417516,1.630509022,1.58e-08,"X",6300104,6305182,"plus"
20331,204.9680525,699.3713295,1.770659594,3.12e-06,"X",6281881,6286136,"minus"
20334,50639.79505,35219.68602,-0.523889518,0.057408459,"X",7334668,7340143,"plus"
20335,146.1575103,183.6578622,0.329496693,0.519528623,"X",7331143,7331780,"plus"
20336,335.8596095,75.18335483,-2.15937311,5.26e-05,"X",7313406,7313915,"plus"
20337,452.9543466,112.0305918,-2.015472911,5e-05,"X",7312146,7313319,"plus"
20339,853.1690744,1538.176756,0.85031772,0.028186455,"X",7329775,7330597,"plus"
20340,582.1031946,2060.562598,1.823691452,2.05e-07,"V",1982447,1987028,"minus"
20341,326.7943721,730.8989269,1.161288777,0.000777291,"V",1979434,1982650,"plus"
20342,11.23436981,8.027650495,-0.484869488,0.997594409,"V",1975417,1977373,"plus"
20343,6081.434656,5711.043703,-0.090657282,0.626118249,"V",1969540,1974514,"plus"
20344,151.8050485,52.33597294,-1.536344947,0.004041295,"I",6228101,6229733,"plus"
20345,668.1157798,229.5506244,-1.541285777,4.51e-05,"I",6225098,6225966,"plus"
20346,30443.06901,22577.06856,-0.43125563,0.163963187,"I",6214804,6219913,"plus"
20347,64246.93658,52992.72288,-0.277833407,0.320989304,"I",6206956,6211157,"minus"
20348,6309.44554,5218.707077,-0.273820803,0.303582859,"I",6211269,6211889,"minus"
20349,697.148413,222.9249927,-1.644907448,0.000547281,"I",6221247,6223117,"minus"
20350,23.09239602,22.12442917,-0.061777639,0.753761676,"I",6231500,6232120,"minus"
20351,884.2295871,452.0728168,-0.967865838,0.035413987,"IV",4886773,4887350,"minus"
20352,94.0182604,209.5361641,1.15618637,0.032542017,"IV",4894364,4897097,"minus"
20353,48.25138443,63.58962801,0.398221132,0.638721787,"IV",4905673,4908481,"plus"
20354,6459.271643,2985.420286,-1.113437446,0.003363656,"IV",4889910,4890621,"plus"
20356,14.35384515,1.465595383,-3.291878494,0.208829989,"IV",4890836,4894079,"plus"
20357,14.16295253,68.61983952,2.276503699,0.007090922,"II",1836510,1840298,"plus"
20358,118.1381918,353.9270864,1.582976741,0.000501033,"II",1832349,1833527,"plus"
20359,130.1262653,348.9553699,1.423130341,0.002969239,"II",1830638,1831827,"plus"
20360,3473.21152,7787.473561,1.164885086,2.87e-05,"II",1824635,1830201,"plus"
20361,4624.074616,2433.004469,-0.926425708,0.003318201,"II",1821032,1823040,"plus"
20362,6995.000038,3036.261855,-1.204027847,5.19e-05,"II",1817271,1818406,"minus"
20363,238.5382497,135.2726573,-0.818350365,0.080986948,"II",1818895,1820008,"minus"
20364,22.97626353,62.19160698,1.436575694,0.09976305,"II",1833633,1835789,"minus"
20365,1105.541058,2116.371314,0.936840162,0.001237479,"X",17205355,17209291,"minus"
20366,70197.01573,49597.89251,-0.501130879,0.098156354,"X",17213067,17214855,"minus"
20367,1167.865899,2764.577423,1.24318435,6.96e-06,"II",4109210,4112822,"plus"
20368,8690.305316,13163.90778,0.599109056,0.042257535,"II",4127850,4134870,"minus"
20369,2039.876648,4283.83566,1.070421221,6.5e-05,"V",4483454,4486517,"plus"
20370,72.66525338,84.65100691,0.220261559,0.699424574,"V",4471365,4473588,"plus"
20371,43.52761459,54.82832536,0.33299045,0.809960668,"V",4480418,4481532,"minus"
20372,9.439588167,16.84306754,0.835359089,0.824890417,"IV",8244414,8246505,"plus"
20373,636.7974493,911.2593822,0.517027206,0.157507831,"IV",8222190,8223444,"plus"
20374,7927.810888,3464.824703,-1.194140185,0.001097018,"IV",8225662,8226747,"plus"
20375,28939.60884,14284.90748,-1.018553729,0.00095009,"I",6185462,6188152,"plus"
20376,5228.767281,3359.246584,-0.638333161,0.040037267,"I",6184074,6185373,"plus"
20377,122.5638538,158.1881626,0.368108079,0.575931236,"I",6176188,6177792,"plus"
20378,1438.09285,2613.418245,0.861781203,0.004721281,"I",6167950,6168645,"plus"
20379,332379.0913,287544.4909,-0.209044433,0.522145614,"I",6154077,6157423,"plus"
20380,14.37528938,15.08798226,0.069808887,1,"I",6156842,6159170,"minus"
20381,8.299490569,54.51798567,2.715637568,0.011874465,"I",6160082,6161667,"minus"
20382,39837.54875,27597.51222,-0.529590658,0.04029984,"I",6164717,6166541,"minus"
20383,8018.959166,4897.740303,-0.711298713,0.033556302,"I",6177985,6180842,"minus"
20384,510.8377883,1509.210343,1.562856737,0.063139843,"V",5346603,5349555,"minus"
20385,13.65856036,147.4736679,3.432580045,2.28e-06,"V",5354046,5358856,"minus"
20386,12.63656651,18.95058132,0.584637583,0.371986864,"V",3950012,3952053,"plus"
20388,9.880230863,33.64233733,1.767661284,0.178525441,"V",1848074,1850822,"minus"
20389,30207.26968,19790.15541,-0.610112848,0.055630559,"V",1864180,1868566,"minus"
20390,1061.410754,2890.434018,1.445303069,1.32e-06,"V",1870600,1871788,"minus"
20391,26574.67336,18606.36457,-0.514255759,0.077503764,"V",1872243,1875526,"plus"
20392,27137.79314,17879.90451,-0.601964373,0.05090011,"V",1868899,1870549,"plus"
20393,213.5297538,232.0722616,0.120136982,0.775844141,"V",1846200,1848014,"plus"
20394,1949.293435,534.6014386,-1.866415656,0.000144307,"V",1842044,1844806,"plus"
20396,345.6421923,1435.695988,2.054399045,0.024237159,"V",1851084,1856275,"minus"
20397,6866.072191,7573.905488,0.141552392,0.418180638,"I",6951134,6951972,"plus"
20398,10096.98472,7571.857681,-0.415205322,0.10226002,"I",6931137,6936935,"plus"
20399,23740.34144,14164.62181,-0.745048601,0.01322291,"I",6926261,6929662,"plus"
20400,4.917599683,32.88490857,2.741399457,0.018570481,"I",6937503,6939617,"minus"
20401,1361.079137,1209.725752,-0.17007093,0.370988288,"I",6940219,6941989,"minus"
20402,4540.553442,4492.23505,-0.01543474,0.985231953,"I",6942700,6945359,"minus"
20403,15682.94659,9717.970201,-0.690469732,0.009662601,"I",6945973,6950457,"minus"
20404,3495.509048,1572.878746,-1.152095113,0.000985655,"I",6951902,6954230,"minus"
20407,139.9589494,183.6435979,0.391904863,0.245037895,"II",3129182,3131379,"plus"
20408,13095.49504,17995.46637,0.458562893,0.239909012,"II",3119334,3123187,"plus"
20411,5284.87949,3353.815378,-0.656067301,0.02617379,"I",6544986,6546597,"plus"
20412,13972.15443,9059.85781,-0.624994181,0.023535526,"I",6542101,6544966,"plus"
20413,632.0618065,805.7129265,0.350200262,0.416890661,"I",6534073,6539192,"plus"
20414,151.1877054,23.73027424,-2.671540146,0.000283061,"I",6525050,6528690,"plus"
20417,19464.30729,14086.37284,-0.466530828,0.138727875,"I",6530131,6533032,"minus"
20418,1387.512906,1221.196336,-0.184206025,0.478236512,"I",6538939,6541152,"minus"
20419,289.315554,281.1606598,-0.041249141,0.933659539,"I",6546678,6548591,"minus"
20420,26.84066382,142.1251714,2.404669832,0.006765019,"X",6311679,6314552,"plus"
20421,1019.530617,1487.211243,0.54470448,0.386311096,"X",6314493,6322783,"minus"
20422,3566.04164,2897.763841,-0.299383524,0.449563402,"III",5163716,5165274,"minus"
20423,61300.27526,37481.16502,-0.709727756,0.019112741,"III",5169876,5172008,"minus"
20424,12.0282854,43.72363595,1.861982373,0.067517255,"V",6649600,6652033,"plus"
20425,5223.214175,4672.823734,-0.160643244,0.72580454,"V",6653627,6655436,"minus"
20426,819.5906488,2966.525052,1.855798537,0.000437252,"X",2294742,2298186,"plus"
20427,11766.37047,8579.629221,-0.455682159,0.061768234,"X",2283986,2287180,"minus"
20433,2633.513424,1390.075807,-0.921825252,0.058023235,"IV",5479584,5480573,"plus"
20434,10.03393785,9.09288136,-0.142078473,0.762251243,"IV",5477205,5478768,"plus"
20435,7.21770639,11.60914444,0.685649292,0.679887742,"IV",5474118,5476559,"minus"
20436,1147.850617,1934.408862,0.752957859,0.010711282,"III",6251760,6271230,"plus"
20437,144833.1765,106103.0671,-0.448925755,0.205305442,"III",6248265,6251555,"plus"
20438,4495.193445,1434.04369,-1.648294223,3.23e-06,"III",6240754,6241529,"plus"
20439,200.6388389,132.8626911,-0.594664863,0.122451934,"III",6233578,6239284,"minus"
20441,11229.14205,5838.438171,-0.943593311,0.003275366,"III",6244620,6245776,"minus"
20442,5216.754094,4038.344737,-0.369388357,0.167430615,"III",6245272,6248182,"minus"
20443,7197.691381,7313.06049,0.022941051,0.835981041,"III",6224378,6229351,"minus"
20444,9.396033585,45.34125786,2.27070064,0.038953944,"IV",7382404,7384741,"plus"
20445,140.6655674,143.7343763,0.031135922,1,"IV",7376886,7378889,"plus"
20446,9421.275848,7587.585617,-0.312281555,0.51508596,"IV",7375161,7376627,"plus"
20447,8618.280335,8499.347428,-0.02004795,0.918131692,"IV",7384701,7388927,"minus"
20448,173.7716506,117.3575748,-0.566281775,0.164359134,"III",962293,963515,"plus"
20449,124.5675242,294.0667504,1.239215676,0.00131179,"III",956323,957893,"plus"
20450,548.52167,179.1869341,-1.614083174,1.12e-05,"III",952533,953792,"plus"
20451,1028.610369,260.0574974,-1.983794066,8.03e-06,"III",950871,952044,"plus"
20453,490.3555622,677.617315,0.466642497,0.251924966,"III",933453,936056,"minus"
20455,319.6444737,665.3820654,1.057714829,0.00337284,"III",940868,943447,"minus"
20456,39.89586815,77.57307692,0.959316687,0.189498121,"III",944769,946281,"minus"
20457,1739.663022,664.8774879,-1.387647443,9.16e-05,"III",949316,950600,"minus"
20458,1036.964047,414.2765991,-1.323699639,0.000113863,"III",960257,961336,"minus"
20459,103.1626285,32.53427144,-1.664888285,0.029398581,"III",947837,949081,"minus"
20461,838.1933165,426.7771032,-0.973800241,0.030490221,"II",4458259,4460402,"minus"
20462,12074.4861,10556.90301,-0.193775123,0.324488563,"IV",5551125,5558932,"plus"
20463,14107.83406,8399.577418,-0.748107859,0.042182686,"IV",5544851,5548454,"plus"
20464,9678.9545,6612.581156,-0.549637695,0.109094844,"IV",5541624,5544740,"plus"
20465,66.77799319,164.6288601,1.301772625,0.017294503,"IV",5567043,5574100,"minus"
20466,13754.2471,7269.791937,-0.91989119,0.008170038,"I",3741460,3742726,"plus"
20467,903.4170172,790.6806709,-0.192296933,0.521716197,"I",3731355,3732925,"plus"
20468,117.2393323,108.432635,-0.112657626,0.442617561,"IV",6276383,6276959,"plus"
20469,27.40055412,44.40171352,0.696410284,0.545109342,"IV",6253289,6253774,"plus"
20471,109.7183656,335.409049,1.612116576,0.000203471,"II",1097933,1100819,"minus"
20472,37.00614251,129.8809171,1.811352814,0.026539201,"II",1108848,1110999,"minus"
20473,396.5563678,299.7394552,-0.403816949,0.458501996,"II",1112192,1114233,"minus"
20475,12401.1216,5396.085134,-1.200485594,0.000599971,"II",1121020,1123260,"minus"
20476,15.04462678,29.23244821,0.958322342,0.368019879,"II",1101373,1104512,"minus"
20478,1330.973814,3303.432549,1.3114837,1.42e-05,"II",6792188,6799222,"plus"
20479,7121.615209,11429.59157,0.682497459,0.009748218,"II",6789198,6791740,"plus"
20480,15438.225,8550.855283,-0.852366254,0.073233233,"II",6777031,6777828,"plus"
20481,29952.48872,25796.69981,-0.215489367,0.32461116,"II",6783382,6788416,"plus"
20482,440.453491,615.4748619,0.482710245,0.107757617,"II",6779421,6781649,"plus"
20483,38.00141735,316.6838398,3.058918116,8.43e-10,"X",6183471,6189387,"plus"
20484,274.4311915,801.308124,1.545912638,4.92e-06,"X",6179206,6180105,"plus"
20485,23.16161462,115.187594,2.31417761,0.00058649,"X",6191555,6192913,"minus"
20486,2991.933866,2459.364299,-0.282792833,0.371884722,"X",6205148,6207653,"minus"
20487,148.2329869,429.3199162,1.534186569,0.000171497,"X",6180615,6181390,"plus"
20488,71.45829731,43.21700032,-0.7255026,0.16823569,"X",1193144,1193854,"plus"
20489,397.189347,1148.703934,1.532108173,0.001661305,"X",1180383,1187844,"plus"
20490,1285.049733,3318.347968,1.368640983,5.33e-06,"X",1163150,1177171,"plus"
20491,3265.672244,2801.441799,-0.221210483,0.263465985,"X",1188453,1194503,"minus"
20492,17.47122713,42.82231671,1.293381905,0.088904446,"X",1195104,1198477,"minus"
20493,40.00519315,71.42594949,0.836261018,0.235424663,"X",1202376,1203226,"minus"
20496,83335.72348,51642.69135,-0.690370879,0.016580241,"X",4595970,4605903,"minus"
20497,90.17850238,472.1409468,2.388362151,0.006589861,"IV",7821660,7822688,"minus"
20498,6933.58624,4278.444317,-0.696515432,0.010275675,"II",6736862,6741476,"plus"
20499,4826.002042,3187.404617,-0.598446356,0.158189856,"II",6736161,6736753,"plus"
20500,5849.165167,4208.739143,-0.474842634,0.149672416,"II",6734867,6736058,"plus"
20501,1284.653596,1614.170263,0.32941337,0.606862336,"II",6716921,6717802,"plus"
20502,1199.499085,2017.127349,0.749870112,0.036741364,"II",6720141,6729285,"minus"
20503,25.82716534,178.2980038,2.787329336,4.8e-05,"II",6730062,6733743,"minus"
20504,5825.057256,9199.774321,0.65932624,0.01874833,"X",6553251,6564170,"plus"
20505,5.132573924,22.92116042,2.158925678,0.124757779,"X",6541800,6543946,"plus"
20506,16.95186516,133.769583,2.980234185,0.001285317,"X",6564138,6569481,"minus"
20507,45536.76822,48595.12807,0.093779777,0.743071193,"X",2237901,2240247,"plus"
20508,12129.17552,7428.419607,-0.707354271,0.012956941,"X",2234316,2236699,"plus"
20509,4862.578595,4251.566218,-0.193727161,0.368367082,"X",2223468,2226612,"plus"
20510,4656.708075,5498.100875,0.239622933,0.403987792,"X",2688985,2691988,"plus"
20511,22624.14305,17422.51347,-0.376910377,0.20660034,"X",2682818,2687176,"minus"
20516,10.67645077,16.62589599,0.638999967,0.869813401,"V",6842757,6846651,"plus"
20517,19354.39973,8557.333691,-1.177428309,0.000416992,"V",6839239,6840239,"plus"
20518,19.18998269,41.13326314,1.099952116,0.333165597,"V",6826576,6826855,"plus"
20519,88.71271749,167.3780822,0.915897779,0.167890764,"V",6824013,6825950,"plus"
20520,8.516769135,26.91504446,1.66003466,0.322135761,"V",6821185,6823745,"plus"
20522,288.0339702,468.8141793,0.702777234,0.116749552,"V",6810404,6813051,"plus"
20524,32.18989986,48.0375706,0.577555103,0.673153351,"V",6817873,6819895,"minus"
20526,10.55697558,3.930779138,-1.425309374,0.504378424,"V",6832273,6835325,"minus"
20527,672.2759999,290.3460855,-1.211280063,0.001639122,"V",6836708,6838613,"minus"
20528,10.42115916,96.96442845,3.21793983,0.004336495,"V",6840490,6842953,"minus"
20529,665.3264348,986.6154771,0.568425563,0.252396695,"V",6811484,6814944,"plus"
20530,6574.640379,11071.631,0.751883878,0.003726727,"III",5288141,5298758,"plus"
20532,1486.530884,2074.498605,0.48081325,0.285069213,"II",2098876,2104391,"plus"
20533,128.274703,110.3654489,-0.216948094,0.314367755,"II",2095309,2098676,"plus"
20537,15025.5322,6587.18262,-1.18968264,0.001212659,"II",2091748,2093858,"minus"
20540,1382.863208,1976.843819,0.515540442,0.029362289,"III",134493,137964,"plus"
20541,4301.554096,2064.805993,-1.058851747,0.000296912,"III",139643,141208,"minus"
20542,4229.195549,1976.939275,-1.097114712,0.000150487,"III",142120,143216,"minus"
20543,6217.260644,2321.055024,-1.421498337,1.89e-06,"III",143630,144791,"minus"
20544,12360.85895,6102.987933,-1.018191355,0.000500705,"III",145359,146481,"minus"
20545,319.3514855,131.5025382,-1.280054516,0.001542375,"III",152563,153217,"minus"
20546,18.22327601,17.08462142,-0.093084058,0.901841922,"III",154474,156673,"minus"
20547,76.77101385,59.03499395,-0.378991312,0.853970942,"III",150480,151804,"minus"
20548,611.4099892,472.9737558,-0.370379989,0.740314755,"III",145046,145298,"minus"
20549,26154.58091,25385.88612,-0.043037033,0.88769755,"III",6114430,6116279,"minus"
20550,7.487756835,27.20039609,1.861022171,0.191169486,"III",740677,742969,"plus"
20551,722.7850852,2816.075864,1.962047559,0.043559384,"III",755260,758070,"minus"
20553,46438.80004,35376.69639,-0.392531364,0.119215165,"V",8957021,8961913,"plus"
20554,7311.67557,25721.14092,1.814680676,0.010290488,"V",8939396,8944041,"minus"
20555,21.22338165,53.08052167,1.322528001,0.160694673,"V",8964689,8968384,"minus"
20556,6756.738543,7311.078461,0.113757205,0.91138972,"I",5702159,5705556,"plus"
20557,11238.84084,7549.626265,-0.574016113,0.096902263,"I",5678634,5679866,"plus"
20558,15069.78062,9880.927352,-0.608940061,0.058492881,"I",5674339,5676241,"plus"
20559,289.8276473,348.1513055,0.26451921,0.650539821,"III",607042,609970,"minus"
20560,658.5881603,3504.136691,2.411610572,0.000281807,"III",614704,617444,"minus"
20561,180.2719393,840.584093,2.221217308,0.000334742,"III",610875,614546,"minus"
20562,13614.26425,17431.90168,0.356610947,0.165842242,"III",618243,620209,"minus"
20563,4341.818336,2045.189166,-1.086065076,0.000865731,"III",624604,627811,"minus"
20564,235.6142923,138.113492,-0.770572795,0.096954817,"III",627883,631022,"minus"
20565,20.36118036,21.15371839,0.055090083,0.878458551,"III",634890,636164,"minus"
20566,50.039131,81.31947743,0.700544209,0.570532156,"III",606026,606925,"plus"
20567,91.71711533,497.9997367,2.440882094,2.86e-10,"X",3931750,3937879,"plus"
20568,13.36745455,70.59101895,2.400759875,0.119377356,"X",3939299,3940121,"plus"
20569,10.15017583,136.6396587,3.750799653,0.00013896,"X",672651,676224,"plus"
20571,1585.678015,4537.431872,1.516776132,2.16e-06,"X",656187,658513,"plus"
20572,466.6325081,1092.334512,1.227056006,8e-05,"X",658520,661776,"minus"
20573,4.057808199,44.89320607,3.467724551,0.00324632,"X",664714,666200,"minus"
20574,350.5903599,469.0845321,0.420061602,0.51352158,"X",669682,670799,"minus"
20575,93.67366079,238.9669742,1.351095896,0.005174632,"X",676434,680418,"minus"
20576,1719.372563,6092.876313,1.825241264,0.011375162,"II",6666864,6673713,"plus"
20577,157.7157574,749.5666839,2.248730023,0.000121655,"II",6661420,6665188,"plus"
20578,44.94018906,18.17848114,-1.30577453,0.304396086,"II",6660240,6660960,"plus"
20579,368.7994815,2351.830258,2.672875405,1.78e-06,"II",6631121,6637066,"plus"
20581,4215.50416,13518.79083,1.681189029,1.26e-09,"II",6637040,6643085,"minus"
20582,225.2738175,1224.513574,2.442457216,0.000122436,"II",6647144,6649092,"minus"
20584,40.13502949,23.85935282,-0.750307047,0.490564535,"II",6655062,6658832,"minus"
20585,27.94790105,123.7502603,2.146619717,0.018449387,"IV",5653976,5654993,"plus"
20586,28.47334858,210.024985,2.882876889,5.79e-05,"V",6870286,6873954,"plus"
20587,901.9795007,505.4236925,-0.835601351,0.023370248,"V",4896034,4897948,"plus"
20588,100760.9667,43660.8983,-1.20652315,0.000744116,"V",4890415,4891408,"plus"
20589,5.536030985,43.1150904,2.961268982,0.004811311,"V",4885683,4886795,"plus"
20590,1010.820495,2484.664939,1.297524495,5.71e-06,"V",4874909,4879305,"minus"
20591,33.80652677,56.19297354,0.733087941,0.450876883,"V",4882164,4884682,"minus"
20592,1574.333126,962.2410352,-0.710270614,0.111887899,"V",4887159,4889602,"minus"
20593,2176.916183,1302.946482,-0.740508034,0.028664858,"V",4892576,4895057,"minus"
20594,80.48789819,41.18420199,-0.966680848,0.604106437,"V",4898203,4900068,"minus"
20595,11.28232208,161.5540663,3.83988113,0.02577072,"X",9331086,9336508,"plus"
20596,6589.468145,4781.311994,-0.462755477,0.074382596,"X",9343150,9347371,"minus"
20599,296.1638346,702.1871168,1.245460047,0.000586133,"III",2899326,2900394,"minus"
20600,5540.156144,4602.923668,-0.26737612,0.285439356,"III",7386162,7391072,"plus"
20601,15647.74854,11777.47764,-0.409924499,0.159377991,"III",7382050,7383841,"plus"
20604,70726.09044,44011.87889,-0.684349552,0.073013229,"III",7377786,7378982,"minus"
20605,143.9280494,493.6105619,1.778025486,1.6e-06,"III",7391620,7395218,"minus"
20606,36.88162012,178.157919,2.272182675,1.24e-05,"V",3907778,3908366,"plus"
20612,247.7312134,256.1525106,0.048227377,0.552297723,"V",3410517,3412959,"plus"
20613,5.832572852,20.82432027,1.836065078,0.336994879,"V",3408867,3409516,"plus"
20618,12.01813521,35.39728212,1.558425533,0.061359946,"V",3397062,3397786,"plus"
20624,1111.027761,526.6765861,-1.076905636,0.00044831,"V",3430666,3431443,"minus"
20625,5102.103452,3845.836012,-0.407794905,0.365937687,"I",3909631,3910547,"minus"
20626,10903.91032,32525.2792,1.576715839,0.00492588,"I",3912640,3915461,"minus"
20627,57.99360003,86.85499844,0.582715179,0.380752207,"I",3917882,3920175,"minus"
20628,23868.61074,15720.62726,-0.602455815,0.047233943,"I",3918464,3925174,"minus"
20629,18340.07515,12358.00895,-0.569553228,0.05158431,"I",3925436,3927890,"minus"
20630,17655.09203,12300.01713,-0.521424017,0.060556959,"X",16872853,16878214,"plus"
20631,10.13497845,8.479343078,-0.257318617,0.767991306,"X",16860323,16861314,"plus"
20632,462.390571,254.3734566,-0.862163843,0.128051737,"X",16845303,16861932,"minus"
20633,14431.22257,13137.49502,-0.135503309,0.66147271,"X",16865995,16868960,"minus"
20634,597.7616047,856.7730274,0.519342829,0.111308567,"X",16878075,16880453,"minus"
20635,132.3388906,21.40569717,-2.628170362,0.031520273,"III",7241328,7242886,"plus"
20636,21861.10741,18141.32162,-0.269086923,0.648847569,"III",7232864,7234140,"minus"
20639,21.28630372,38.8817184,0.869166528,0.386449964,"III",2255993,2257368,"plus"
20642,6.200426675,38.75057389,2.643778275,0.061549977,"III",2246006,2249541,"plus"
20643,21.26025084,25.54625801,0.264953364,0.633057262,"II",3949403,3951346,"plus"
20646,25.56737057,132.2233167,2.370600907,0.00059808,"III",7245420,7247722,"minus"
20647,20499.53089,12071.22387,-0.76401894,0.015182148,"IV",259984,261685,"minus"
20648,2460.836092,4609.557125,0.905479579,0.001432604,"IV",288803,291425,"minus"
20649,6101.876433,7923.569085,0.376897458,0.38062234,"IV",274570,287201,"plus"
20650,26.36423998,179.0338365,2.763577963,0.000223491,"IV",269407,272099,"plus"
20651,123.4297309,591.6240974,2.260990874,1.35e-09,"IV",266448,268370,"plus"
20652,1876.825502,1386.362993,-0.436989472,0.163421174,"I",3932213,3934817,"plus"
20653,22.50379884,18.89028855,-0.252523822,0.951372727,"I",3930833,3931555,"plus"
20654,192.4782076,714.840114,1.892925482,3.79e-07,"I",4409690,4419306,"plus"
